weight;word
2165;patients
1158;model
1026;patient
981;groups
882;brain
816;control group
578;group
534;population
478;participants
460;cells
442;two groups
442;healthy controls
436;sample
415;children
401;region
368;trial
366;cases
352;study
336;hippocampus
336;models
316;system
310;individuals
302;vaccine
291;literature
284;field
282;subjects
278;older adults
274;regions
269;general population
268;pregnant women
260;environment
256;brain regions
244;child
236;cohort
216;framework
210;genes
204;elderly
198;areas
194;samples
194;healthy volunteers
194;task
192;animals
188;countries
188;healthy subjects
186;FundingBill & Melinda Gates Foundation
186;Medical Research Council
185;sub-Saharan Africa
180;young people
174;area
172;animal models
170;questionnaire
168;tumor
168;species
166;compounds
166;intervention group
160;human brain
160;hospital
156;placebo group
150;Wellcome Trust
150;vaccines
150;assay
150;stimulus
144;drugs
144;control subjects
144;stimuli
142;e-cigarettes
142;women
142;drug
140;lesion
140;healthy individuals
140;network
140;protein
138;body
136;age group
136;individual
134;three groups
132;community
130;case
130;subject
126;Bill & Melinda Gates Foundation
126;older people
126;study group
126;tool
124;cortex
122;people
122;young adults
120;world
120;lesions
120;proteins
120;age groups
118;virus
118;country
116;hearing aids
114;young children
114;amygdala
114;site
114;data
112;FundingWellcome Trust
112;high-income countries
112;participant
110;structures
110;white matter
110;studies
108;liver
108;brain areas
108;clinic
108;pathway
108;context
106;sexes
106;healthy participants
104;gene
104;mice
104;developing countries
102;populations
102;PD patients
102;central nervous system
102;immune system
100;object
100;low- and middle-income countries
98;setting
96;[1].
96;ears
96;one patient
96;cerebellum
96;systems
94;infants
94;receptors
94;mouse model
92;low-income and middle-income countries
92;two patients
92;who
90;software
90;UK
90;striatum
88;networks
86;elderly patients
86;spinal cord
86;visual cortex
86;compound
86;face
84;low-income countries
84;receptor
84;healthy adults
82;genders
82;thalamus
82;pathways
82;dataset
80;retrospective study
80;rats
80;treatment groups
80;adult patients
80;tumors
80;family
78;database
78;target
78;link
78;consecutive patients
76;disease
76;assays
76;nucleus
76;healthy control subjects
76;enzyme
76;animal
76;series
74;heart
74;rural areas
74;neurons
74;tissue
74;hand
72;parents
72;prefrontal cortex
72;CNS
72;test
72;endothelial cells
70;viruses
70;skin
70;mother
70;plasma membrane
70;primary care
70;tasks
70;set
68;Ca2+
68;cell
68;treatment group
68;DMPA-SC
68;products
68;associations
68;tools
66;allergic rhinitis
66;auditory system
66;grey matter
66;retina
66;health care
66;domain
66;settings
64;nasal polyps
64;cochlea
64;experimental group
64;causes
64;UK Medical Research Council
64;mothers
64;cell lines
64;components
64;items
64;control groups
64;strains
64;postmenopausal women
62;mass
62;otoacoustic emissions
62;prospective study
62;surgeon
62;parasite
62;basal ganglia
