weight;word
97;neural networks
94;proposed model
94;data
91;systems
84;code
83;sentence
78;datasets
71;text
69;languages
67;graph
64;field
64;named entities
63;user
63;set
62;target domain
61;deep neural networks
56;domain
55;agent
51;environment
51;language
51;tasks
49;EEG signals
45;neural network
44;classifier
44;new dataset
43;images
41;deep learning models
41;document
39;parser
39;context
39;existing models
38;training set
38;test set
38;domains
37;scene
37;words
37;benchmark datasets
36;word
36;video
36;time series
36;sequence
34;entities
34;natural language
33;encoder
33;machine learning models
33;question
33;pipeline
32;language models
32;source domain
32;object
30;target language
30;different domains
30;social media
29;decoder
29;two datasets
29;input
28;representations
27;Visual Question
27;CNN
27;three datasets
26;proposed framework
26;BERT model
26;pre-trained models
25;deep networks
25;language pairs
24;knowledge
24;single model
23;different languages
23;database
23;components
23;generator
23;low-resource languages
23;unlabeled data
23;entity
23;documents
23;proposed network
22;different datasets
22;networks
22;mobile devices
22;convolutional neural networks
22;pre-trained language models
22;query
22;feature maps
22;sentences
21;source code
21;search space
21;edge devices
21;architectures
21;embeddings
21;objects
21;representation
21;state-of-the-art models
20;Transformer model
20;two models
20;Transformer architecture
20;Transformer
20;web
20;real world
20;dictionary
20;generative model
20;data sets
19;questions
19;classes
19;brain
19;proposed models
19;benchmark
19;medical domain
19;deep neural network
18;source and target domains
18;multiple datasets
18;computer vision
18;wild
18;proposed system
18;pre-trained model
18;language model
18;synthetic data
18;server
18;teacher
17;large-scale datasets
17;target
17;node
17;biomedical domain
17;problem
17;baseline
17;many applications
17;generative models
17;community
17;module
17;two modules
17;challenge
16;training dataset
16;nodes
16;regions
16;two tasks
16;large datasets
16;EEG data
16;team
16;tool
16;word embeddings
16;multiple languages
16;class
15;convolutional neural network
15;global model
15;student model
15;recurrent neural networks
15;baseline model
15;best model
15;hypothesis
15;resources
15;agents
15;person
15;EEG signal
15;samples
15;source sentence
15;Web
15;training data
15;three benchmark datasets
15;implementation
15;previous models
15;subject
15;information
15;layers
15;student
15;large corpus
15;research community
14;users
14;neural models
14;grammar
14;LSTM network
14;machine
14;lexicon
14;unknown words
14;component
14;learner
14;participants
14;neural network models
14;robot
14;world
14;application
14;backbone
14;internet
14;ensemble
14;multilingual models
14;entity mentions
14;baseline models
13;solution
13;topic
13;NMT models
13;speaker
13;real-world applications
13;English language
13;Deep Neural Networks (DNNs)
13;subjects
13;Convolutional Neural Networks (CNNs)
13;validation set
13;Chinese characters
13;neural architecture
13;cluster
13;natural images
13;corpora
13;downstream tasks
13;small set
13;passage
13;public datasets
13;space
12;medical images
12;platform
12;novel model
12;encoder and decoder
12;NER task
12;existing datasets
12;layer
12;Social Media
12;knowledge base
12;treebank
12;Convolutional Neural Networks
12;expert
12;unstructured text
12;proposed architecture
12;adversary
12;collection
12;resource
12;deep learning model
12;patient
12;group
12;many languages
12;neural architectures
11;latent space
11;different layers
11;Transformer models
11;autonomous vehicles
11;various tasks
11;deep models
11;adversarial examples
11;two sentences
11;baselines
11;tree
11;NMT model
11;technology
11;new classes
11;sequences
11;applications
11;domain experts
11;several datasets
11;input sentence
11;instances
11;two entities
11;shared task
11;trained model
11;two benchmark datasets
11;benchmarks
11;sample
11;teacher model
11;memory
10;multiple source domains
10;signals
10;segmentation network
10;EMG artifacts
10;structures
10;novel dataset
10;LSTM
10;human annotators
10;vocabulary
10;categories
10;project
10;subset
10;baseline system
10;two corpora
10;feature space
10;tools
10;features
10;multiple models
10;parallel corpora
10;submitted systems
10;detector
10;setting
10;four datasets
10;different models
10;NER models
10;various domains
10;modules
10;real-world datasets
10;knowledge graphs
10;camera
10;utterance
9;document images
9;game
9;ASR system
9;manifold
9;embedding
9;region
9;deep neural networks (DNNs)
9;source domains
9;trained models
9;neighbors
9;data sources
9;experiments
9;large corpora
9;map
9;human experts
9;convolutional layers
9;discourse
9;probabilistic model
9;parallel corpus
9;theory
9;original model
9;training corpus
9;social networks
9;clients
9;contexts
9;multiple sentences
9;electroencephalogram (EEG )
9;new domain
9;MT system
9;knowledge graph
9;competition
9;data set
9;Knowledge Graphs
9;two systems
9;dialog systems
9;Internet
9;NER systems
9;Source code
9;fields
9;large dataset
8;ambiguous words
8;whole slide images
8;NER model
8;learning models
8;case study
8;human
8;human judges
8;Neural Networks
8;Deep learning models
8;small objects
8;whole tumor
8;NMT systems
8;DNN models
8;various datasets
8;codes
8;four benchmark datasets
8;convolutional neural networks (CNNs)
8;many fields
8;BERT models
8;video sequences
8;teacher network
8;many tasks
8;background
8;Graph Neural Networks (GNNs)
8;rare words
8;three modules
8;search engine
8;different architectures
8;joint model
8;design
8;NLP tasks
8;literature
8;QA systems
8;user model
8;new domains
8;morphologically rich languages
8;word senses
8;family
8;classifiers
8;face
8;two languages
8;many domains
8;audio signal
8;sub-networks
8;sequential data
8;existing systems
8;spoken language
8;parse trees
8;discriminator
8;challenging datasets
8;target word
8;clusters
8;learned representations
8;Convolutional Neural Network (CNN)
8;optimization problem
8;various applications
8;VQA models
8;target domains
8;supernet
8;variants
8;annotated data
8;multiple objects
8;real applications
8;NER system
8;image sequences
8;one language
8;clinical notes
8;Hindi language
8;Indian languages
8;leaderboard
8;Deep Neural Networks
8;hierarchy
8;NLP tools
8;recommender systems
8;single GPU
7;monolingual data
7;diverse set
7;vehicle
7;players
7;point clouds
7;similar tasks
7;bounding box
7;tokens
7;probabilistic models
7;recurrent units
7;two networks
7;two domains
7;GAN
7;synthetic and real-world datasets
7;areas
7;seen and unseen classes
7;several benchmark datasets
7;two public datasets
7;object detector
7;recommendation systems
7;whole dataset
7;category
7;student network
7;input image
7;novel architecture
7;Computed Tomography (CT) images
7;pair
7;ImageNet dataset
7;best models
7;three tasks
7;dialogue systems
7;long sentences
7;Neural Machine Translation (NMT) models
7;novel framework
7;given sentence
7;new datasets
7;target languages
7;dependency trees
7;source
7;machine translation systems
7;CRF
7;Faster R-CNN
7;machine translation system
7;raw text
7;DNN
7;natural language text
7;low resource languages
7;submissions
7;individual
7;two real-world datasets
7;testbed
7;backbone network
7;annotated corpora
7;device
7;environments
7;candidates
7;multiple sources
7;network architecture
7;essay
7;signal
7;new architecture
7;NLP systems
7;complex models
7;multiple domains
7;piece of text
7;n-grams
7;standard benchmarks
7;NLP community
7;new benchmark
7;POS tags
7;examples
7;fake news
7;annotations
7;simulated data
7;news articles
7;NLP models
7;written text
7;development set
7;source text
7;texts
6;distributed neural networks
6;biomedical corpora
6;oracle
6;articles
6;library
6;KG
6;body parts
6;biomedical literature
6;real datasets
6;ones
6;player
6;edges
6;mQA model
6;machine learning model
6;Deep neural networks
6;new model
6;CRF model
6;unseen categories
6;minority class
6;code-switched text
