weight;word
97;neural networks
94;proposed model
94;data
91;systems
84;code
83;sentence
78;datasets
71;text
69;languages
67;graph
64;field
64;named entities
63;user
63;set
62;target domain
61;deep neural networks
56;domain
55;agent
51;environment
51;language
51;tasks
49;EEG signals
45;neural network
44;classifier
44;new dataset
43;images
41;deep learning models
41;document
39;parser
39;context
39;existing models
38;training set
38;test set
38;domains
37;scene
37;words
37;benchmark datasets
36;word
36;video
36;time series
36;sequence
34;entities
34;natural language
33;encoder
33;machine learning models
33;question
33;pipeline
32;language models
32;source domain
32;object
30;target language
30;different domains
30;social media
29;decoder
29;two datasets
29;input
28;representations
27;Visual Question
27;CNN
27;three datasets
26;proposed framework
26;BERT model
26;pre-trained models
25;deep networks
25;language pairs
24;knowledge
24;single model
23;different languages
23;database
23;components
23;generator
23;low-resource languages
23;unlabeled data
23;entity
23;documents
23;proposed network
22;different datasets
22;networks
22;mobile devices
22;convolutional neural networks
22;pre-trained language models
22;query
22;feature maps
22;sentences
21;source code
21;search space
21;edge devices
21;architectures
21;embeddings
21;objects
21;representation
21;state-of-the-art models
20;Transformer model
20;two models
20;Transformer architecture
20;Transformer
20;web
20;real world
20;dictionary
20;generative model
